Filename,Latitude,Longitude,Altitude,Gimball_Roll,Gimball_Yaw,Gimball_Pitch,Flight_Roll,Flight_Yaw,Flight_Pitch
DJI_20220504144203_0002_WIDE.JPG,60.40226111,22.4652,120,0,-92.6,-90.3,-2.4,-87,-5.2
DJI_20220504144206_0002_WIDE.JPG,60.40225833,22.4652,120.08,0,-92.6,-90.3,-1.4,-87.3,4.6
DJI_20220504144208_0002_WIDE.JPG,60.40225833,22.46521111,120.03,0,-92.6,-90.3,-1.3,-86.4,-12.3
